hits,title,year,authors,key,ee
933,Compact Flat Fabric Pneumatic Artificial Muscle (ffPAM) for Soft Wearable Robotic Devices.,2021,Woojong Kim & Hyunkyu Park & Jung Kim,journals/ral/KimPK21,https://doi.org/10.1109/LRA.2021.3062012
934,Robotic Depowdering for Additive Manufacturing Via Pose Tracking.,2022,Zhenwei Liu & Junyi Geng & Xikai Dai & Tomasz Swierzewski & Kenji Shimada,journals/ral/LiuGDSS22,https://doi.org/10.1109/LRA.2022.3195189
935,Editorial.,2017,Antonio Bicchi,journals/ral/Bicchi17,https://doi.org/10.1109/LRA.2016.2636398
936,Learn to Navigate Maplessly With Varied LiDAR Configurations: A Support Point-Based Approach.,2021,Wei Zhang 0185 & Ning Liu 0012 & Yunfeng Zhang,journals/ral/ZhangLZ21,https://doi.org/10.1109/LRA.2021.3061305
937,GRACO: A Multimodal Dataset for Ground and Aerial Cooperative Localization and Mapping.,2023,Yilin Zhu & Yang Kong & Yingrui Jie & Shiyou Xu & Hui Cheng,journals/ral/ZhuKJXC23,https://doi.org/10.1109/LRA.2023.3234802
938,Learning and Leveraging Features in Flow-Like Environments to Improve Situational Awareness.,2022,Tahiya Salam & Victoria Edwards & M. Ani Hsieh,journals/ral/SalamEH22,https://doi.org/10.1109/LRA.2022.3141762
939,Automated Implant Resizing for Single-Stage Cranioplasty.,2021,Shuya Liu & Wei-Lun Huang & Chad R. Gordon & Mehran Armand,journals/ral/LiuHGA21,https://doi.org/10.1109/LRA.2021.3095286
940,Online Distance Field Priors for Gaussian Process Implicit Surfaces.,2022,Jean-Paul A. Ivan & Todor Stoyanov & Johannes A. Stork,journals/ral/IvanSS22,https://doi.org/10.1109/LRA.2022.3189434
941,Euglenoid-Inspired Giant Shape Change for Highly Deformable Soft Robots.,2017,Krishna Manaswi Digumarti & Andrew T. Conn & Jonathan Rossiter,journals/ral/DigumartiCR17,https://doi.org/10.1109/LRA.2017.2726113
942,Automatic Room Segmentation From Unstructured 3-D Data of Indoor Environments.,2017,Rares Ambrus & Sebastian Claici & Axel Wendt,journals/ral/AmbrusCW17,https://doi.org/10.1109/LRA.2017.2651939
943,An Extensive Approach to Features Detection and Description for 2-D Range Data Using Active B-splines.,2019,Muhammad Usman 0019 & Abdul Manan Khan & Ahmad Ali & Sheraz Yaqub & Khalil Muhammad Zuhaib & Ji Yeong Lee & Chang-Soo Han,journals/ral/UsmanKAYZLH19,https://doi.org/10.1109/LRA.2019.2917383
944,On Policy Learning Robust to Irreversible Events: An Application to Robotic In-Hand Manipulation.,2018,Pietro Falco & Abdallah Attawia & Matteo Saveriano & Dongheui Lee,journals/ral/FalcoASL18,https://doi.org/10.1109/LRA.2018.2800110
945,A Dynamic Task Allocation Strategy to Mitigate the Human Physical Fatigue in Collaborative Robotics.,2022,Costanza Messeri & Anna Bicchi & Andrea Maria Zanchettin & Paolo Rocco,journals/ral/MesseriBZR22,https://doi.org/10.1109/LRA.2022.3143520
946,Passive Whole-Body Control for Quadruped Robots: Experimental Validation Over Challenging Terrain.,2019,Shamel Fahmi & Carlos Mastalli & Michele Focchi & Claudio Semini,journals/ral/FahmiMFS19,https://doi.org/10.1109/LRA.2019.2908502
947,Chance-Constrained Trajectory Optimization for Safe Exploration and Learning of Nonlinear Systems.,2021,Yashwanth Kumar Nakka & Anqi Liu & Guanya Shi & Anima Anandkumar & Yisong Yue & Soon-Jo Chung,journals/ral/NakkaLSAYC21,https://doi.org/10.1109/LRA.2020.3044033
948,Autonomous UAV Exploration of Dynamic Environments Via Incremental Sampling and Probabilistic Roadmap.,2021,Zhefan Xu & Di Deng & Kenji Shimada,journals/ral/XuDS21,https://doi.org/10.1109/LRA.2021.3062008
949,Noticing Motion Patterns: A Temporal CNN With a Novel Convolution Operator for Human Trajectory Prediction.,2021,Dapeng Zhao & Jean Oh,journals/ral/ZhaoO21,https://doi.org/10.1109/LRA.2020.3047771
950,Tactile Super-Resolution Model for Soft Magnetic Skin.,2022,Youcan Yan & Yajing Shen & Chaoyang Song & Jia Pan,journals/ral/YanSSP22,https://doi.org/10.1109/LRA.2022.3141449
951,Boosting UAV Tracking With Voxel-Based Trajectory-Aware Pre-Training.,2023,Sihang Li & Changhong Fu 0001 & Kunhan Lu & Haobo Zuo & Yiming Li 0003 & Chen Feng 0002,journals/ral/LiFLZLF23,https://doi.org/10.1109/LRA.2023.3236583
952,Direct Sensing of Thrust and Velocity for a Quadrotor Rotor Array.,2017,Edwin Davis & Paul E. I. Pounds,journals/ral/DavisP17,https://doi.org/10.1109/LRA.2017.2668471
953,Attentional Graph Neural Network for Parking-Slot Detection.,2021,Chen Min & Jiaolong Xu & Liang Xiao 0007 & Dawei Zhao & Yiming Nie & Bin Dai 0001,journals/ral/MinXXZND21,https://doi.org/10.1109/LRA.2021.3064270
954,Modeling; Gait Sequence Design; and Control Architecture of BADGER Underground Robot.,2021,Panagiotis Vartholomeos & Panos Marantos & George C. Karras & Elisabeth Menendez & Marcos Rodriguez & Santiago Martínez de la Casa Díaz & Carlos Balaguer,journals/ral/VartholomeosMKM21,https://doi.org/10.1109/LRA.2021.3056068
955,Spherepix: A Data Structure for Spherical Image Processing.,2017,Juan David Adarve & Robert E. Mahony,journals/ral/AdarveM17,https://doi.org/10.1109/LRA.2016.2645119
956,Image-to-Image Translation-Based Data Augmentation for Robust EV Charging Inlet Detection.,2022,Yeonjun Bang & Yeejin Lee & Byeongkeun Kang,journals/ral/BangLK22,https://doi.org/10.1109/LRA.2022.3146939
957,Hybrid Mechanism of Electromagnetic and Piezoresistive Sensing Using a Soft Microfluidic Coil.,2022,Byungjun Jeon & Bomin Jeong & Yong-Lae Park,journals/ral/JeonJP22,https://doi.org/10.1109/LRA.2022.3152310
958,High-Throughput Data Acquisition Platform for Multi-Larvae Touch-Response Behavior Screening of Zebrafish.,2022,Yanke Wang & Naveen Krishna Kanagaraj & Christian Pylatiuk & Ralf Mikut & Ravindra Peravali & Markus Reischl,journals/ral/WangKPMPR22,https://doi.org/10.1109/LRA.2021.3134281
959,Real-Time Outdoor Illumination Estimation for Camera Tracking in Indoor Environments.,2021,Michael Krawez & Tim Caselitz & Jugesh Sundram & Mark Van Loock & Wolfram Burgard,journals/ral/KrawezCSLB21,https://doi.org/10.1109/LRA.2021.3090455
960,Safe-Control-Gym: A Unified Benchmark Suite for Safe Learning-Based Control and Reinforcement Learning in Robotics.,2022,Zhaocong Yuan & Adam W. Hall & Siqi Zhou & Lukas Brunke & Melissa Greeff & Jacopo Panerati & Angela P. Schoellig,journals/ral/YuanHZBGPS22,https://doi.org/10.1109/LRA.2022.3196132
961,Learning Category-Level Generalizable Object Manipulation Policy Via Generative Adversarial Self-Imitation Learning From Demonstrations.,2022,Hao Shen & Weikang Wan & He Wang 0010,journals/ral/ShenWW22,https://doi.org/10.1109/LRA.2022.3196122
962,Learning to See the Wood for the Trees: Deep Laser Localization in Urban and Natural Environments on a CPU.,2019,Georgi Tinchev & Adrián Peñate Sánchez & Maurice F. Fallon,journals/ral/TinchevSF19,https://doi.org/10.1109/LRA.2019.2895264
963,Ergodic Exploration Using Binary Sensing for Nonparametric Shape Estimation.,2017,Ian Abraham & Ahalya Prabhakar & Mitra J. Z. Hartmann & Todd D. Murphey,journals/ral/AbrahamPHM17,https://doi.org/10.1109/LRA.2017.2654542
964,A Therapist-Taught Robotic System for Assistance During Gait Therapy Targeting Foot Drop.,2019,Jason Fong & Hossein Rouhani,journals/ral/FongR19,https://doi.org/10.1109/LRA.2018.2890674
965,Efficient Dynamics Estimation With Adaptive Model Sets.,2021,Ellis Ratner & Andrea Bajcsy & Terrence Fong & Claire J. Tomlin & Anca D. Dragan,journals/ral/RatnerBFTD21,https://doi.org/10.1109/LRA.2021.3060415
966,Ctrl-VIO: Continuous-Time Visual-Inertial Odometry for Rolling Shutter Cameras.,2022,Xiaolei Lang & Jiajun Lv & Jianxin Huang & Yukai Ma & Yong Liu 0007 & Xingxing Zuo,journals/ral/LangLHMLZ22,https://doi.org/10.1109/LRA.2022.3202349
967,Collision Cones for Quadric Surfaces in n-Dimensions.,2018,Animesh Chakravarthy & Debasish Ghose,journals/ral/ChakravarthyG18,https://doi.org/10.1109/LRA.2017.2776347
968,WRES: A Novel 3 DoF WRist ExoSkeleton With Tendon-Driven Differential Transmission for Neuro-Rehabilitation and Teleoperation.,2018,Domenico Buongiorno & Edoardo Sotgiu & Daniele Leonardis & Simone Marcheschi & Massimiliano Solazzi & Antonio Frisoli,journals/ral/BuongiornoSLMSF18,https://doi.org/10.1109/LRA.2018.2810943
969,ViViD++ : Vision for Visibility Dataset.,2022,Alex Junho Lee & Younggun Cho & Young-Sik Shin & Ayoung Kim & Hyun Myung,journals/ral/LeeCSKM22,https://doi.org/10.1109/LRA.2022.3168335
970,A PZT-Driven 6-DOF High-Speed Micromanipulator for Circular Vibration Simulation and Whirling Flow Generation.,2022,Weikun Luo & Xiaoming Liu 0007 & Xiaoqing Tang & Dan Liu & Masaru Kojima & Qiang Huang 0002 & Tatsuo Arai,journals/ral/LuoLTLKHA22,https://doi.org/10.1109/LRA.2022.3192768
971,A Compact Soft Articulated Parallel Wrist for Grasping in Narrow Spaces.,2019,Francesca Negrello & Sariah Mghames & Giorgio Grioli & Manolo Garabini & Manuel Giuseppe Catalano,journals/ral/NegrelloMGGC19,https://doi.org/10.1109/LRA.2019.2925304
972,Underactuated Soft Hip Exosuit Based on Adaptive Oscillators to Assist Human Locomotion.,2022,Enrica Tricomi & Nicola Lotti & Francesco Missiroli & Xiaohui Zhang & Michele Xiloyannis & Thomas Müller & Simona Crea & Emese Papp & Jens Krzywinski & Nicola Vitiello & Lorenzo Masia,journals/ral/TricomiLMZXMCPK22,https://doi.org/10.1109/LRA.2021.3136240
973,Learning-Based Model Predictive Control for Autonomous Racing.,2019,Juraj Kabzan & Lukas Hewing & Alexander Liniger & Melanie N. Zeilinger,journals/ral/KabzanHLZ19,https://doi.org/10.1109/LRA.2019.2926677
974,Data-Efficient Multirobot; Multitask Transfer Learning for Trajectory Tracking.,2018,Karime Pereida & Mohamed K. Helwa & Angela P. Schoellig,journals/ral/PereidaHS18,https://doi.org/10.1109/LRA.2018.2795653
975,T-IK: An Efficient Multi-Objective Evolutionary Algorithm for Analytical Inverse Kinematics of Redundant Manipulator.,2021,Di Wu & Guowei Hou & Wenjie Qiu 0001 & Bin Xie,journals/ral/WuHQX21,https://doi.org/10.1109/LRA.2021.3108550
976,Contact Force Decomposition Using Contact Pressure Distribution.,2017,Hyoungkyun Kim & Seungmoon Choi & Wan Kyun Chung,journals/ral/KimCC17,https://doi.org/10.1109/LRA.2016.2598554
977,Distributed Perception by Collaborative Robots.,2018,Ramyad Hadidi & Jiashen Cao & Matthew Woodward & Michael S. Ryoo & Hyesoon Kim,journals/ral/HadidiCWRK18,https://doi.org/10.1109/LRA.2018.2856261
978,Transfer Reinforcement Learning Across Homotopy Classes.,2021,Zhangjie Cao & Minae Kwon & Dorsa Sadigh,journals/ral/CaoKS21,https://doi.org/10.1109/LRA.2021.3057050
979,Visual Inertial Odometry Swarm: An Autonomous Swarm of Vision-Based Quadrotors.,2018,Aaron Weinstein & Adam Cho & Giuseppe Loianno & Vijay Kumar 0001,journals/ral/WeinsteinCLK18,https://doi.org/10.1109/LRA.2018.2800119
980,Optimization of Stress Distribution in Tendon-Driven Continuum Robots Using Fish-Tail-Inspired Method.,2022,Yilun Sun & Yuqing Liu & Tim C. Lueth,journals/ral/SunLL22,https://doi.org/10.1109/LRA.2022.3147456
981,Development of an Agile Omnidirectional Mobile Robot With GRF Compensated Wheel-leg Mechanisms for Human Environments.,2021,Seong-Ho Yun & Jaehyun Park & Jiwon Seo & Yong-Jae Kim,journals/ral/YunPSK21,https://doi.org/10.1109/LRA.2021.3098954
982,Modeling the Effects of Contact Sensor Resolution on Grasp Success.,2018,Qian Wan 0006 & Robert D. Howe,journals/ral/WanH18,https://doi.org/10.1109/LRA.2018.2807581
983,State Estimation Using the CoG Candidates for Sit-to-Stand Support System User.,2018,Mizuki Takeda & Yasuhisa Hirata & Takahiro Katayama & Yasuhide Mizuta & Atsushi Koujina,journals/ral/TakedaHKMK18,https://doi.org/10.1109/LRA.2018.2849551
984,Wave-Shaped Notched Compliant Joint With High Rigidity.,2022,Seunguk Kim & Seongbo Shim & Daekeun Ji & Jaesung Hong 0001,journals/ral/KimSJH22,https://doi.org/10.1109/LRA.2022.3192607
985,Indirect Point Cloud Registration: Aligning Distance Fields Using a Pseudo Third Point Set.,2022,Yijun Yuan & Andreas Nüchter,journals/ral/YuanN22,https://doi.org/10.1109/LRA.2022.3181356
986,A Hierarchical Approach for Mobile Robot Exploration in Pedestrian Crowd.,2022,Zhuoqi Zheng & Chao Cao & Jia Pan,journals/ral/ZhengCP22,https://doi.org/10.1109/LRA.2021.3118078
987,Target-Mass Grasping of Entangled Food Using Pre-Grasping & Post-Grasping.,2022,Kuniyuki Takahashi & Naoki Fukaya & Avinash Ummadisingu,journals/ral/TakahashiFU22,https://doi.org/10.1109/LRA.2021.3138553
988,Open Simulation Environment for Learning and Practice of Robot-Assisted Surgical Suturing.,2022,Adnan Munawar & Jie Ying Wu & Gregory S. Fischer & Russell H. Taylor & Peter Kazanzides,journals/ral/MunawarWFTK22,https://doi.org/10.1109/LRA.2022.3146900
989,Reconfigurable Shape Morphing With Origami-Inspired Pneumatic Blocks.,2022,Yunha Park & Joohyeon Kang & Youngjin Na,journals/ral/ParkKN22,https://doi.org/10.1109/LRA.2022.3191417
990,Model Predictive Control of GTAW Weld Pool Penetration.,2019,Jinsong Chen & Jian Chen 0033 & Zhili Feng & Yuming Zhang,journals/ral/ChenCFZ19,https://doi.org/10.1109/LRA.2019.2918681
991,Making Parameterization and Constrains of Object Landmark Globally Consistent via SPD(3) Manifold.,2022,Yutong Hu & Wei Wang 0221,journals/ral/HuW22,https://doi.org/10.1109/LRA.2022.3171726
992,Active Rotary-Legs Mechanism for Stair-Climbing Mobility Vehicle.,2018,Kai Sasaki & Kenji Suzuki 0002,journals/ral/SasakiS18,https://doi.org/10.1109/LRA.2018.2812224
993,Design and Characterization of a 3D-Printed Pneumatically-Driven Bistable Valve With Tunable Characteristics.,2022,Sihan Wang & Liang He & Perla Maiolino,journals/ral/WangHM22,https://doi.org/10.1109/LRA.2021.3118086
994,Magnetic Soft Continuum Robots With Braided Reinforcement.,2022,Peter Lloyd & Onaizah Onaizah & Giovanni Pittiglio & Damith Katudampe Vithanage & James H. Chandler & Pietro Valdastri,journals/ral/LloydOPVCV22,https://doi.org/10.1109/LRA.2022.3191552
995,Autonomous Flight for Detection; Localization; and Tracking of Moving Targets With a Small Quadrotor.,2017,Justin Thomas & Jake Welde & Giuseppe Loianno & Kostas Daniilidis & Vijay Kumar 0001,journals/ral/ThomasWLDK17,https://doi.org/10.1109/LRA.2017.2702198
996,Improving the Reliability of Pick-and-Place With Aerial Vehicles Through Fault-Tolerant Software and a Custom Magnetic End-Effector.,2021,Gowtham Garimella & Matthew Sheckells & Soowon Kim & Gabriel Baraban & Marin Kobilarov,journals/ral/GarimellaSKBK21,https://doi.org/10.1109/LRA.2021.3093864
997,Context-Aware Modeling for Augmented Reality Display Behaviour.,2019,Gauthier Gras & Guang-Zhong Yang,journals/ral/GrasY19,https://doi.org/10.1109/LRA.2019.2890852
998,In Defense of Knowledge Distillation for Task Incremental Learning and Its Application in 3D Object Detection.,2021,Peng Yun & Yuxuan Liu 0008 & Ming Liu 0001,journals/ral/YunLL21,https://doi.org/10.1109/LRA.2021.3060417
999,Robust Stabilization of Elastic Joint Robots by ESP and PID Control: Theory and Experiments.,2022,Manuel Keppler & Clara Raschel & David Wandinger & Andreas Stemmer & Christian Ott 0001,journals/ral/KepplerRWSO22,https://doi.org/10.1109/LRA.2022.3187277
1000,Gaussian Process Constraint Learning for Scalable Chance-Constrained Motion Planning From Demonstrations.,2022,Glen Chou & Hao Wang & Dmitry Berenson,journals/ral/ChouWB22,https://doi.org/10.1109/LRA.2022.3148436
1001,Range-Aided Pose-Graph-Based SLAM: Applications of Deployable Ranging Beacons for Unknown Environment Exploration.,2021,Nobuhiro Funabiki & Benjamin Morrell & Jeremy Nash & Ali-akbar Agha-mohammadi,journals/ral/FunabikiMNA21,https://doi.org/10.1109/LRA.2020.3026659
1002,First Order Approximation of Model Predictive Control Solutions for High Frequency Feedback.,2022,Ewen Dantec & Michel Taïx & Nicolas Mansard,journals/ral/DantecTM22,https://doi.org/10.1109/LRA.2022.3149573
1003,Time Series Prediction Algorithm for Intelligent Predictive Maintenance.,2019,Chin-Yi Lin & Yu-Ming Hsieh & Fan-Tien Cheng & Hsien-Cheng Huang & Muhammad Adnan 0004,journals/ral/LinHCHA19,https://doi.org/10.1109/LRA.2019.2918684
1004,Event-LSTM: An Unsupervised and Asynchronous Learning-Based Representation for Event-Based Data.,2022,Annamalai Lakshmi & Vignesh Ramanathan & Chetan Singh Thakur,journals/ral/LakshmiRT22,https://doi.org/10.1109/LRA.2022.3151426
1005,Multitype Activity Recognition in Robot-Centric Scenarios.,2016,Ilaria Gori & J. K. Aggarwal & Larry H. Matthies & Michael S. Ryoo,journals/ral/GoriAMR16,https://doi.org/10.1109/LRA.2016.2525002
1006,Shape Sensing for Continuum Robots by Capturing Passive Tendon Displacements With Image Sensors.,2022,Jianhua Li & Fangmin Zhang & Zhenguo Yang & Zhenming Jiang & Zhidong Wang & Hao Liu 0008,journals/ral/LiZYJWL22,https://doi.org/10.1109/LRA.2022.3144783
1007,Efficient Hand Gesture Recognition for Human-Robot Interaction.,2022,Marc Peral & Alberto Sanfeliu & Anaís Garrell,journals/ral/PeralSG22,https://doi.org/10.1109/LRA.2022.3193251
1008,Bayesian Nonparametric Object Association for Semantic SLAM.,2021,Jianbo Zhang & Liang Yuan & Teng Ran & Qing Tao & Li He,journals/ral/ZhangYRTH21,https://doi.org/10.1109/LRA.2021.3073644
1009,Observer and Robust H∞ Control of a 2-DOF Piezoelectric Actuator Equipped With Self-Measurement.,2018,Omar Aljanaideh & Micky Rakotondrabe,journals/ral/AljanaidehR18,https://doi.org/10.1109/LRA.2018.2795045
1010,Fusing Convolutional Neural Network and Geometric Constraint for Image-Based Indoor Localization.,2022,Jingwei Song & Mitesh Patel & Maani Ghaffari,journals/ral/SongPG22,https://doi.org/10.1109/LRA.2022.3140832
1011,Triply Periodic Channels Enable Soft Pneumatic Linear Actuator With Single Material and Scalability.,2022,Feifei Chen & Yunpeng Miao & Lei Zhang 0073 & Shitong Chen & Xiangyang Zhu,journals/ral/ChenMZCZ22,https://doi.org/10.1109/LRA.2022.3143292
1012,Curvature; Torsion; and Force Sensing in Continuum Robots Using Helically Wrapped FBG Sensors.,2016,Ran Xu & Aaron Yurkewich & Rajni V. Patel,journals/ral/XuYP16,https://doi.org/10.1109/LRA.2016.2530867
1013,Computing the Forward Reachable Set for a Multirotor Under First-Order Aerodynamic Effects.,2018,Suseong Kim & Davide Falanga & Davide Scaramuzza 0001,journals/ral/KimFS18,https://doi.org/10.1109/LRA.2018.2848302
1014,Elastica: A Compliant Mechanics Environment for Soft Robotic Control.,2021,Noel M. Naughton & Jiarui Sun & Arman Tekinalp & Tejaswin Parthasarathy & Girish Chowdhary 0001 & Mattia Gazzola,journals/ral/NaughtonSTPCG21,https://doi.org/10.1109/LRA.2021.3063698
1015,Singularity Resolution in Equality and Inequality Constrained Hierarchical Task-Space Control by Adaptive Nonlinear Least Squares.,2018,Kai Pfeiffer & Adrien Escande & Abderrahmane Kheddar,journals/ral/PfeifferEK18,https://doi.org/10.1109/LRA.2018.2855265
1016,Passivity and Control Barrier Functions: Optimizing the Use of Energy.,2022,Beatrice Capelli & Cristian Secchi & Lorenzo Sabattini,journals/ral/CapelliSS22,https://doi.org/10.1109/LRA.2021.3139951
